date,minute,low,high,open,close,volume,avg_trade_size,trade_count,avg_bid,avg_ask,avg_mid,avg_spread,avg_imbalance
2025-02-03,09:30:00,591.905,592.92,592.67,592.9,2032312,95.76890815701428,21221,592.1330337232368,592.4457576441617,592.2893956836992,0.3127239209248239,-8.892658768161546e-05
2025-02-03,09:31:00,592.2101,602.079,592.9,593.325,660253,118.53734290843806,5570,592.9209596321252,593.1064326324962,593.0136961323107,0.1854730003709807,0.0
2025-02-03,09:32:00,592.4743,594.08,593.3288,593.88,310854,67.008838111662,4639,593.5792372867601,593.8498757486731,593.7145565177166,0.2706384619130322,0.0
2025-02-03,09:33:00,592.8494,594.14,593.89,593.61,271895,71.38225255972696,3809,593.6228355048454,593.8183087948315,593.7205721498385,0.19547328998613223,0.0
2025-02-03,09:34:00,593.17,593.87,593.62,593.52,297622,79.45061398825413,3746,593.3173449075806,593.5681968453524,593.4427708764665,0.2508519377717911,0.0
2025-02-03,09:35:00,592.66,593.71,593.51,593.6591,271253,70.34569502074689,3856,593.4353004857737,593.6265190109208,593.5309097483473,0.1912185251470105,0.0
2025-02-03,09:36:00,592.66,593.665,593.65,593.4709,239353,60.950598421186655,3927,593.2317223243534,593.4172497822992,593.3244860533264,0.18552745794573375,0.0
2025-02-03,09:37:00,592.66,593.567,593.469,593.15,172135,53.89323731997495,3194,593.0615983307943,593.2417624546451,593.1516803927196,0.18016412385094904,0.0
2025-02-03,09:38:00,592.66,593.91,593.17,593.815,145242,53.16325036603221,2732,593.3139958578165,593.4897486355756,593.401872246696,0.17575277775903825,0.0
2025-02-03,09:39:00,592.66,594.38,593.8299,594.3,204318,72.40184266477675,2822,593.9383599698399,594.1025721846863,594.0204660772631,0.1642122148464643,0.0
2025-02-03,09:40:00,592.66,594.285,594.285,593.81,175027,54.47463429816371,3213,593.7714422892628,593.9457913903477,593.8586168398052,0.17434910108483154,0.0
2025-02-03,09:41:00,592.66,593.93,593.797,593.69,144631,53.666419294990725,2695,593.5952608357775,593.7548450360566,593.675052935917,0.15958420027909387,0.0
2025-02-03,09:42:00,592.66,593.952,593.7,593.83,180001,67.95054737636845,2649,593.6430446515351,593.8303819106969,593.736713281116,0.18733725916185467,0.0
2025-02-03,09:43:00,592.66,594.0,593.83,593.7701,240050,82.43475274725274,2912,593.548656210104,593.8158021764241,593.682229193264,0.26714596632014104,0.0
2025-02-03,09:44:00,592.66,593.822,593.76,593.4134,149088,63.76732249786142,2338,593.367623172953,593.642202230219,593.504912701586,0.2745790572659825,0.0
2025-02-03,09:45:00,592.66,593.703,593.42,593.08,197707,67.40777361063758,2933,592.8862219071367,593.3100016297527,593.0981117684447,0.42377972261607916,1.6297527665053212e-05
2025-02-03,09:46:00,592.495,593.5523,593.07,592.5325,275330,79.09508761850043,3481,592.7201752833686,592.8941646098967,592.8071699466326,0.17398932652814128,0.0
2025-02-03,09:47:00,592.42,593.3264,592.51,593.015,194135,61.57151918807485,3153,592.5885691452012,592.7514374145386,592.6700032798699,0.1628682693373739,0.0
2025-02-03,09:48:00,592.52,593.1398,593.02,592.76,182166,60.66133866133866,3003,592.6179954990755,592.7732625009412,592.6956290000084,0.1552670018656248,0.0
2025-02-03,09:49:00,592.6,592.9333,592.76,592.715,159295,63.69252299080368,2501,592.6904932542751,592.8366321861305,592.7635627202028,0.14613893185528917,0.0
2025-02-03,09:50:00,592.42,592.93,592.69,592.7069,140084,53.04202953426732,2641,592.5601281311215,592.7012670218504,592.630697576486,0.14113889072894684,0.0
2025-02-03,09:51:00,592.565,593.1219,592.7,592.89,138510,54.617507886435334,2536,592.7216269562858,592.8775654589847,592.7995962076352,0.15593850269880916,0.0
2025-02-03,09:52:00,592.2,593.02,592.89,592.2199,224364,74.58909574468085,3008,592.4903195143534,592.6328994167293,592.5616094655413,0.14257990237590035,0.0
2025-02-03,09:53:00,591.63,592.6444,592.215,591.75,313188,82.4178947368421,3800,591.9272571804836,592.0828469678281,592.0050520741559,0.15558978734454265,0.0
2025-02-03,09:54:00,591.57,593.52,591.76,591.971,190240,68.72832369942196,2768,591.6959821723983,591.8497060197349,591.7728440960666,0.1537238473365641,0.0
2025-02-03,09:55:00,591.64,592.5394,591.9743,591.72,205282,69.539972899729,2952,591.767581503432,591.9262649508393,591.8469232271356,0.15868344740721937,0.0
2025-02-03,09:56:00,591.7,592.66,591.72,592.4956,192882,68.32518597236982,2823,592.2036595901866,592.3658889379124,592.2847742640495,0.1622293477257103,0.0
2025-02-03,09:57:00,591.9999,602.079,592.4899,592.035,311364,114.59845417740155,2717,592.4521135582705,592.6286953564952,592.5404044573828,0.17658179822468265,0.0
2025-02-03,09:58:00,592.02,592.5389,592.047,592.28,224658,99.49424269264836,2258,592.183081014197,592.3552053575305,592.2691431858638,0.17212434333347806,0.0
2025-02-03,09:59:00,591.97,593.365,592.28,592.0361,183424,70.19670876387295,2613,591.8684559114274,592.5382317121392,592.2033438117833,0.6697758007117438,-3.9542884257977775e-05
