date,minute,low,high,open,close,volume,avg_trade_size,trade_count,avg_bid,avg_ask,avg_mid,avg_spread,avg_imbalance
2025-01-02,09:30:00,588.46,589.45,589.39,589.45,1482184,89.97110598518879,16474,575.3241320142852,579.5293700587004,577.4267510364928,4.205238044415254,-0.006561603393072477
2025-01-02,09:31:00,589.04,589.62,589.4481,589.5,175662,81.325,2160,571.8927565878379,578.6540150337838,575.2733858108109,6.761258445945946,-0.011361296080181231
2025-01-02,09:32:00,588.8995,589.66,589.53,589.0812,125032,81.08430609597924,1542,568.3813105357434,565.8573260055366,567.11931827064,-2.523984530206807,0.0047505542313269885
2025-01-02,09:33:00,587.97,589.32,589.09,587.99,132101,55.133973288814694,2396,573.2907507051732,565.0233080855085,569.1570293953408,-8.267442619664667,0.01467686055520634
2025-01-02,09:34:00,587.7868,589.38,587.99,587.82,145261,75.81471816283924,1916,569.4393088248839,572.3269406981487,570.8831247615163,2.8876318732648256,-0.004694583791614132
2025-01-02,09:35:00,586.91,588.914,587.79,586.91,166855,62.703870725291246,2661,579.7811027543355,573.3196602986181,576.5503815264768,-6.461442455717333,0.01146403522773151
2025-01-02,09:36:00,586.91,589.38,586.91,587.04,211090,75.38928571428572,2800,581.932412469864,580.359550941413,581.1459817056385,-1.572861528450944,0.003032237472071497
2025-01-02,09:37:00,586.7,589.38,587.04,587.2288,225508,98.43212570929725,2291,576.4926584040519,577.1081051051555,576.8003817546037,0.6154467011035454,-0.00081430461778577
2025-01-02,09:38:00,586.88,589.38,587.2399,586.9,174939,81.32914923291493,2151,573.3827129719045,570.9739671122102,572.1783400420574,-2.408745859694407,0.004431355279092811
2025-01-02,09:39:00,585.86,587.1225,586.93,586.26,166197,55.36209193870753,3002,572.7699485549249,571.3382898774544,572.0541192161896,-1.4316586774704667,0.0027201043216039445
2025-01-02,09:40:00,586.14,589.38,586.26,586.5297,176752,77.15058926233085,2291,579.5453041380933,573.7530197828426,576.649161960468,-5.792284355250773,0.010247608041738184
2025-01-02,09:41:00,585.8,586.87,586.49,586.6201,111028,69.56641604010025,1596,575.3724494726749,571.1134306168104,573.2429400447427,-4.259018855864493,0.007666761798510754
2025-01-02,09:42:00,586.19,587.1,586.66,586.89,130273,69.1103448275862,1885,571.8034752793664,568.439770250147,570.1216227647567,-3.363705029219276,0.006199951622554075
2025-01-02,09:43:00,586.51,587.19,586.85,586.79,187614,95.81920326864147,1958,575.0905101045296,567.1076514130856,571.0990807588075,-7.982858691444057,0.014140396183037824
2025-01-02,09:44:00,586.69,587.22,586.78,587.18,113015,71.75555555555556,1575,569.4728386605784,561.9355464816766,565.7041925711275,-7.537292178901768,0.014833164209395332
2025-01-02,09:45:00,586.7286,587.45,587.15,587.25,122301,69.68717948717949,1755,575.3875452979843,573.7636912702841,574.5756182841342,-1.6238540277002935,0.0039058661688120273
2025-01-02,09:46:00,586.8926,587.76,587.26,587.46,126084,61.05762711864407,2065,575.7385014151646,571.652845523611,573.6956734693878,-4.085655891553702,0.007336712789865661
2025-01-02,09:47:00,586.99,587.89,587.425,587.745,100475,69.05498281786942,1455,573.804714854296,567.5141601491831,570.6594375017395,-6.290554705112862,0.011196462484764308
2025-01-02,09:48:00,586.9516,587.91,587.74,587.785,87926,61.229805013927574,1436,569.3558021162798,572.5303998234682,570.943100969874,3.174597707188416,-0.005251561564131086
2025-01-02,09:49:00,587.5837,588.64,587.82,588.5486,116375,62.803561791689155,1853,567.5377985070401,570.1474983291988,568.8426484181194,2.6096998221587886,-0.004284460458240946
2025-01-02,09:50:00,587.6068,588.89,588.54,588.18,227006,71.61072555205047,3170,576.6628935085787,573.915891753636,575.2893926311073,-2.7470017549427777,0.004971120159075845
2025-01-02,09:51:00,588.16,588.55,588.17,588.4301,123863,71.30857800805987,1737,573.5222612029911,571.3880497789422,572.4551554909666,-2.1342114240489054,0.003915144110623646
2025-01-02,09:52:00,588.2286,589.04,588.45,589.01,166836,78.58502119642016,2123,570.5553451407811,570.1255761807448,570.3404606607629,-0.4297689600363306,0.0009714913548834788
2025-01-02,09:53:00,588.4798,589.35,589.05,589.13,122744,57.303454715219424,2142,570.367684814827,575.5190325388693,572.9433586768481,5.15134772404218,-0.008652920500593278
2025-01-02,09:54:00,588.7893,589.961,589.09,589.925,201799,85.87191489361702,2350,571.8568004139307,577.0232259495152,574.440013181723,5.166425535584493,-0.008661259637528788
2025-01-02,09:55:00,588.6674,590.55,589.91,590.089,169669,75.98253470667264,2233,576.7968191693037,576.4361105875585,576.6164648784311,-0.3607085817453153,0.0008458277532196836
2025-01-02,09:56:00,588.7399,590.39,590.07,590.16,116501,65.23012318029116,1786,572.3271315212055,571.2402036890461,571.7836676051257,-1.0869278321594245,0.002114856097835082
2025-01-02,09:57:00,590.0,590.48,590.17,590.14,195747,100.1775844421699,1954,574.927638585532,572.8237272846409,573.8756829350865,-2.103911300891141,0.003852259733339254
2025-01-02,09:58:00,589.6588,590.259,590.15,589.94,184462,79.95752058951018,2307,572.0943870410864,571.3657359880308,571.7300615145587,-0.7286510530555875,0.001488862837045721
2025-01-02,09:59:00,589.3793,590.21,589.94,590.12,108293,65.2367469879518,1660,574.9093148615505,571.0982916859205,573.0038032737355,-3.811023175630043,0.006814648783485774
2025-01-02,10:00:00,589.86,590.58,590.18,590.23,145800,63.557105492589365,2294,583.9136357024978,581.8390669724856,582.8763513374918,-2.074568730012214,0.0038697073299019426
2025-01-02,10:01:00,589.7889,590.27,590.18,589.99,105839,58.24931205283434,1817,576.5224779632498,575.4102633893574,575.9663706763035,-1.1122145738924263,0.002171552660152009
2025-01-02,10:02:00,589.91,590.45,589.99,590.09,114429,68.68487394957984,1666,573.1903079488936,575.5227269658794,574.3565174573865,2.3324190169858334,-0.003790016934118216
